id_subsistena;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
NE;NORDESTE;2023-04-30 16:00:00;4685.11376953;491.00000000;4067.74389648;1918.95300292;11138.42199999;24.38900000
N;NORTE;2023-04-30 16:00:00;10502.52636718;898.18701171;101.32599639;396.00000000;6934.62599999;4963.41299999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-04-30 16:00:00;46169.77700000;7488.34600000;4813.32300000;8055.41400000;65301.85000000;1225.01000000
SE;SUDESTE/CENTRO-OESTE;2023-04-30 16:00:00;24915.66796875;5368.42382812;3.00000000;4180.46093750;36685.52600000;-2217.97399999
S;SUL;2023-04-30 16:00:00;6066.47021484;730.73498535;641.25299072;1560.00000000;10543.27500000;-1544.81700000
NE;NORDESTE;2023-04-30 17:00:00;5082.57324218;495.80599975;4623.88623046;399.31698608;11785.99000000;-1184.40799999
N;NORTE;2023-04-30 17:00:00;12840.06835937;900.45001220;99.97399902;246.50000000;6970.00100000;7116.99100000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-04-30 17:00:00;54466.07000000;7522.04000000;5485.49500000;3198.81300000;69361.35000000;1311.07000000
SE;SUDESTE/CENTRO-OESTE;2023-04-30 17:00:00;28180.88867187;5409.18896484;3.00000000;1676.99597167;39063.76000000;-3793.68699999
S;SUL;2023-04-30 17:00:00;8362.54101562;716.59497070;758.63500976;876.00000000;11541.59799999;-827.82700000
NE;NORDESTE;2023-04-30 18:00:00;5353.82421875;493.88598632;5848.20605468;24.09099960;12258.86700000;-538.86000000
N;NORTE;2023-04-30 18:00:00;14346.19726562;901.44799804;106.78600311;86.00000000;7196.60500000;8243.82599999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-04-30 18:00:00;60395.63800000;7532.89800000;6968.21900000;674.86700000;74198.00000000;1373.63000000
SE;SUDESTE/CENTRO-OESTE;2023-04-30 18:00:00;31464.82031250;5423.32714843;3.00000000;354.77600097;41906.79700000;-4660.87299999
S;SUL;2023-04-30 18:00:00;9230.79589843;714.23699951;1010.22698974;210.00000000;12835.72700000;-1670.46699999
NE;NORDESTE;2023-04-30 19:00:00;4887.62500000;497.91699218;6934.95507812;0.28099998;12008.94200000;311.83600000
N;NORTE;2023-04-30 19:00:00;13161.84375000;904.61199951;166.50799560;7.00000000;7262.52200000;6977.44200000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-04-30 19:00:00;58108.47800000;7554.53900000;8273.15500000;18.00700000;72500.85000000;1453.33000000
SE;SUDESTE/CENTRO-OESTE;2023-04-30 19:00:00;30703.48828125;5435.89013671;3.00000000;9.72599983;40933.80900000;-4781.70400000
S;SUL;2023-04-30 19:00:00;9355.51953125;716.11999511;1168.69201660;1.00000000;12295.57399999;-1054.24200000
NE;NORDESTE;2023-04-30 20:00:00;4634.28417968;494.94799804;7613.72607421;0.20800000;11925.80300000;817.36300000
N;NORTE;2023-04-30 20:00:00;11947.92382812;900.65899658;166.68800354;0E-8;7206.92600000;5808.34499999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-04-30 20:00:00;55362.40400000;7554.04600000;8958.60200000;1.49400000;70531.54000000;1345.01000000
SE;SUDESTE/CENTRO-OESTE;2023-04-30 20:00:00;29493.69335937;5433.89208984;3.00000000;0.28600001;39767.79699999;-4836.92499999
S;SUL;2023-04-30 20:00:00;9286.50195312;724.54699707;1175.18798828;1.00000000;11631.01199999;-443.77499999
NE;NORDESTE;2023-04-30 21:00:00;4376.43798828;496.10800170;8089.09082031;0.22100000;11987.88799999;973.97000000
N;NORTE;2023-04-30 21:00:00;11506.80859375;902.28900146;149.69599914;0E-8;7230.90900000;5327.88500000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-04-30 21:00:00;53460.98900000;7554.99000000;9376.94900000;1.45400000;69049.34000000;1345.04000000
SE;SUDESTE/CENTRO-OESTE;2023-04-30 21:00:00;28878.00781250;5437.36376953;3.00000000;0.23299999;38651.04900000;-4332.44500000
S;SUL;2023-04-30 21:00:00;8699.73535156;719.22900390;1135.16198730;1.00000000;11179.49399999;-624.36800000
NE;NORDESTE;2023-04-30 22:00:00;4033.93310546;492.12298583;9294.04199218;0.97100001;11991.31000000;1829.75899999
N;NORTE;2023-04-30 22:00:00;11353.78222656;902.74902343;152.06700134;0E-8;7273.12400000;5135.47400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-04-30 22:00:00;50154.42800000;7577.72200000;10547.22400000;2.16800000;66999.74000000;1281.80000000
SE;SUDESTE/CENTRO-OESTE;2023-04-30 22:00:00;27739.82617187;5460.52490234;3.00000000;0.19699999;37195.52100000;-3991.97200000
S;SUL;2023-04-30 22:00:00;7026.88623046;722.32501220;1098.11499023;1.00000000;10539.78400000;-1691.45799999
NE;NORDESTE;2023-04-30 23:00:00;3849.11596679;492.47399902;9538.53222656;12.15200042;11785.80700000;2106.46700000
N;NORTE;2023-04-30 23:00:00;11092.90332031;900.07702636;128.07000732;0E-8;7231.28200000;4889.76800000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-04-30 23:00:00;47117.15400000;7596.37100000;10679.89100000;13.37400000;64144.83000000;1261.96000000
SE;SUDESTE/CENTRO-OESTE;2023-04-30 23:00:00;27484.36328125;5480.55175781;3.00000000;0.22200000;35310.66300000;-2342.52599999
S;SUL;2023-04-30 23:00:00;4690.77197265;723.26800537;1010.28900146;1.00000000;9817.07900000;-3391.75000000
NE;NORDESTE;2023-05-01 00:00:00;3448.57104492;487.43899536;9163.50000000;28.26300048;11462.64000000;1665.13300000
N;NORTE;2023-05-01 00:00:00;10848.37500000;912.64202880;76.44000244;0E-8;7144.52300000;4692.93400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 00:00:00;44615.40800000;7616.12200000;10243.35000000;29.48000000;61185.32000000;1319.04000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 00:00:00;26214.47460937;5448.04492187;3.00000000;0.21699999;33337.10300000;-1671.36700000
S;SUL;2023-05-01 00:00:00;4103.98779296;767.99597167;1000.40997314;1.00000000;9241.05500000;-3367.66100000
NE;NORDESTE;2023-05-01 01:00:00;2848.02490234;495.21600341;8936.96484375;27.12800025;11270.45000000;1036.88400000
N;NORTE;2023-05-01 01:00:00;10379.52343750;919.65399169;52.15000152;0E-8;6909.70800000;4441.61899999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 01:00:00;42336.28200000;7632.81100000;9905.02000000;28.32800000;58754.19000000;1148.25000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 01:00:00;25328.19921875;5452.81201171;3.00000000;0.20000000;31820.85099999;-1036.63899999
S;SUL;2023-05-01 01:00:00;3780.53393554;765.12902832;912.90502929;1.00000000;8753.17900000;-3293.61100000
NE;NORDESTE;2023-05-01 02:00:00;2860.39697265;489.16699218;9320.69238281;32.85900115;11043.80400000;1659.31100000
N;NORTE;2023-05-01 02:00:00;9872.63867187;921.18499755;35.18600082;0E-8;6783.62399999;4045.38600000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 02:00:00;40325.46300000;7617.86400000;10140.43000000;34.04300000;56996.30000000;1121.50000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 02:00:00;24457.83984375;5443.11523437;3.00000000;0.18400000;30675.69200000;-771.55400000
S;SUL;2023-05-01 02:00:00;3134.58789062;764.39697265;781.55200195;1.00000000;8493.17900000;-3811.64200000
NE;NORDESTE;2023-05-01 03:00:00;2864.41796875;493.60101318;9243.43554687;47.36700057;10859.80700000;1789.01500000
N;NORTE;2023-05-01 03:00:00;9461.28027343;918.01702880;32.70000076;0E-8;6638.86399999;3773.13300000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 03:00:00;39339.74300000;7644.21600000;9917.17000000;48.06600000;55944.07000000;1005.13000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 03:00:00;24106.89453125;5448.21923828;3.00000000;0.19900000;30140.72500000;-582.41300000
S;SUL;2023-05-01 03:00:00;2907.15087890;784.37902832;638.03399658;0.50000000;8304.66899999;-3974.60499999
NE;NORDESTE;2023-05-01 04:00:00;2870.71093750;492.14700317;8522.63867187;44.22100067;10637.11899999;1292.59900000
N;NORTE;2023-05-01 04:00:00;9670.04687500;919.67199707;18.77799987;0E-8;6510.96799999;4097.52900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 04:00:00;39280.73000000;7610.06100000;9148.66200000;44.42700000;55326.25000000;757.63000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 04:00:00;24107.30859375;5443.41308593;3.00000000;0.20600000;29944.86100000;-390.93399999
S;SUL;2023-05-01 04:00:00;2632.66406250;754.82897949;604.24499511;0E-8;8233.30400000;-4241.56600000
NE;NORDESTE;2023-05-01 05:00:00;2892.46704101;493.10699462;7650.91113281;54.45399856;10113.13100000;977.80799999
N;NORTE;2023-05-01 05:00:00;10140.39257812;923.06597900;21.04999923;0E-8;6535.44800000;4549.06099999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 05:00:00;39648.34700000;7624.54300000;8342.39500000;55.65500000;55162.58000000;508.36000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 05:00:00;24446.11523437;5468.13476562;3.00000000;1.20099997;30188.32999999;-269.87899999
S;SUL;2023-05-01 05:00:00;2169.37207031;740.23498535;667.43402099;0E-8;8325.66900000;-4748.62800000
NE;NORDESTE;2023-05-01 06:00:00;2864.76098632;491.85101318;6514.16113281;206.74600219;9330.92700000;746.59200000
N;NORTE;2023-05-01 06:00:00;10065.21972656;920.17297363;27.68000030;1.00000000;6269.91900000;4744.15399999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 06:00:00;39087.80000000;7669.95300000;7115.87600000;315.86600000;53707.44000000;482.05000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 06:00:00;23964.66601562;5508.64697265;3.00000000;108.12000274;29624.71000000;-40.27700000
S;SUL;2023-05-01 06:00:00;2193.15307617;749.28198242;571.03497314;0E-8;8481.88499999;-4968.41500000
NE;NORDESTE;2023-05-01 07:00:00;2714.60888671;482.38598632;6161.79785156;1434.93505859;9008.22799999;1785.50000000
N;NORTE;2023-05-01 07:00:00;8229.25097656;916.25701904;71.34799957;27.50000000;5978.24699999;3266.10900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 07:00:00;35745.29500000;7562.82600000;6738.82500000;2611.95000000;52345.46000000;313.44000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 07:00:00;22741.18554687;5433.93310546;2.50000000;1148.51501464;28982.81600000;343.31799999
S;SUL;2023-05-01 07:00:00;2060.24902343;730.25000000;503.17898559;1.00000000;8376.16400000;-5081.48600000
NE;NORDESTE;2023-05-01 08:00:00;2761.33300781;483.68600463;5776.18505859;1857.82202148;8881.81500000;1997.21099999
N;NORTE;2023-05-01 08:00:00;7265.47509765;918.14398193;75.29399871;141.00000000;5775.66900000;2624.24400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 08:00:00;34212.81700000;7537.71800000;6326.40200000;4822.81700000;52701.87000000;197.89000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 08:00:00;22349.86718750;5402.15185546;3.00000000;2533.49511718;29608.16699999;680.34799999
S;SUL;2023-05-01 08:00:00;1836.14099121;733.73602294;471.92300415;290.50000000;8436.21800000;-5103.91799999
NE;NORDESTE;2023-05-01 09:00:00;2707.40698242;481.03500366;5055.65185546;3288.36303710;8947.81900000;2584.63800000
N;NORTE;2023-05-01 09:00:00;6977.44482421;916.29699707;138.93400573;269.50000000;5773.57499999;2528.60100000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 09:00:00;33100.95900000;7583.82700000;5634.76800000;9008.09000000;54473.67000000;853.98000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 09:00:00;21616.70507812;5454.10498046;3.00000000;4481.72705078;31009.33099999;546.20700000
S;SUL;2023-05-01 09:00:00;1799.40100097;732.39001464;437.18200683;968.50000000;8742.94400000;-4805.47099999
NE;NORDESTE;2023-05-01 10:00:00;2750.34912109;499.21600341;4036.79907226;4079.85498046;9184.53500000;2181.68399999
N;NORTE;2023-05-01 10:00:00;7090.81201171;924.74902343;112.85199737;399.48498535;5813.93999999;2713.95800000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 10:00:00;33476.41500000;7606.46200000;4783.46700000;12612.85300000;56859.17000000;1620.03000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 10:00:00;21851.11914062;5463.51708984;3.00000000;6482.60107421;32530.13899999;1270.09900000
S;SUL;2023-05-01 10:00:00;1784.13403320;718.97998046;630.81597900;1650.91198730;9330.55699999;-4545.71500000
NE;NORDESTE;2023-05-01 11:00:00;2898.97607421;493.58401489;3211.27197265;4499.29980468;9604.67399999;1498.45799999
N;NORTE;2023-05-01 11:00:00;7892.76416015;927.44897460;122.19999694;472.00000000;6023.89200000;3390.52099999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 11:00:00;35074.89000000;7640.06800000;4009.49300000;14749.27600000;59773.22000000;1700.51000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 11:00:00;22477.83007812;5499.17675781;3.00000000;7592.97607421;34142.72799999;1430.25500000
S;SUL;2023-05-01 11:00:00;1805.31994628;719.85797119;673.02099609;2185.00000000;10001.92600000;-4618.72700000
NE;NORDESTE;2023-05-01 12:00:00;3010.88891601;502.13400268;2683.49096679;4397.87597656;9956.64400000;637.74600000
N;NORTE;2023-05-01 12:00:00;8440.63867187;925.84997558;164.51199340;486.50000000;6098.98100000;3918.52000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 12:00:00;36500.61500000;7596.85500000;3531.24600000;15571.18200000;61499.92000000;1699.98000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 12:00:00;22876.44335937;5451.58789062;3.00000000;8174.80615234;35397.58900000;1108.24800000
S;SUL;2023-05-01 12:00:00;2172.64404296;717.28302001;680.24298095;2512.00000000;10046.70500000;-3964.53500000
NE;NORDESTE;2023-05-01 13:00:00;3219.71899414;498.61700439;2527.91894531;3921.73193359;10202.16800000;-34.18099999
N;NORTE;2023-05-01 13:00:00;8423.00390625;928.42199707;223.82800292;501.50000000;6256.37499999;3820.37900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 13:00:00;38318.75400000;7534.51100000;3468.57200000;14922.87300000;62596.97000000;1647.75000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 13:00:00;23405.96289062;5401.37597656;3.00000000;7908.64111328;35972.08800000;746.89200000
S;SUL;2023-05-01 13:00:00;3270.06811523;706.09600830;713.82501220;2591.00000000;10166.33399999;-2885.34500000
NE;NORDESTE;2023-05-01 14:00:00;3633.91699218;487.97399902;2402.78588867;3222.63598632;10607.47600000;-860.16300000
N;NORTE;2023-05-01 14:00:00;8828.21093750;929.83099365;263.37100219;507.00000000;6417.55999999;4110.85300000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 14:00:00;40269.78100000;7499.01100000;3439.80200000;13603.69200000;63574.22000000;1238.07000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 14:00:00;23369.07421875;5367.82910156;3.00000000;7475.55615234;36118.41399999;97.04500000
S;SUL;2023-05-01 14:00:00;4438.57910156;713.37701416;770.64501953;2398.50000000;10430.77000000;-2109.66900000
NE;NORDESTE;2023-05-01 15:00:00;4158.81005859;486.09799194;2542.00292968;2575.64306640;10869.28400000;-1106.73000000
N;NORTE;2023-05-01 15:00:00;10575.58203125;925.33398437;260.93200683;457.50000000;6621.86500000;5597.48300000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 15:00:00;44118.35500000;7522.15500000;3463.89300000;11260.60900000;65042.07000000;1322.94000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 15:00:00;23642.39062500;5397.39697265;3.00000000;6246.46582031;36703.36099999;-1414.10799999
S;SUL;2023-05-01 15:00:00;5741.57324218;713.32598876;657.95800781;1981.00000000;10847.56000000;-1753.70300000
NE;NORDESTE;2023-05-01 16:00:00;4486.95117187;491.52700805;3005.06909179;1536.64904785;10970.86500000;-1450.66900000
N;NORTE;2023-05-01 16:00:00;12621.38671875;925.21301269;210.63699340;326.50000000;6702.29399999;7381.44300000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 16:00:00;49875.26800000;7520.33200000;3773.04500000;7499.98700000;67025.15000000;1643.48000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 16:00:00;25755.25000000;5406.71582031;3.00000000;4192.33789062;37879.57000000;-2522.26600000
S;SUL;2023-05-01 16:00:00;7011.68017578;696.87597656;554.33898925;1444.50000000;11472.42300000;-1765.02799999
NE;NORDESTE;2023-05-01 17:00:00;4943.24902343;490.31298828;3500.90600585;385.89801025;11507.11799999;-2186.75200000
N;NORTE;2023-05-01 17:00:00;13308.74218750;922.11901855;232.46800231;199.50000000;6656.84000000;8005.98900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 17:00:00;57302.26200000;7510.82000000;4244.16500000;3127.85900000;70503.22000000;1681.89000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 17:00:00;30470.13085937;5413.56396484;3.00000000;1756.96105957;40082.10000000;-2438.44500000
S;SUL;2023-05-01 17:00:00;8580.14062500;684.82397460;507.79098510;785.50000000;12257.15800000;-1698.90199999
NE;NORDESTE;2023-05-01 18:00:00;5242.90380859;487.97698974;4366.16015625;18.36400032;11975.76899999;-1860.36400000
N;NORTE;2023-05-01 18:00:00;13927.14746093;922.77801513;227.78799438;76.00000000;6938.27200000;8215.44099999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 18:00:00;64128.81800000;7603.34500000;5123.05200000;612.17300000;75675.16000000;1792.23000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 18:00:00;34773.55859375;5479.69824218;3.00000000;354.30899047;43157.52500000;-2546.95899999
S;SUL;2023-05-01 18:00:00;10185.20800781;712.89202880;526.10400390;163.50000000;13603.59000000;-2015.88600000
NE;NORDESTE;2023-05-01 19:00:00;5262.68505859;495.82501220;4136.74902343;8.87500000;11992.31400000;-2088.17999999
N;NORTE;2023-05-01 19:00:00;13529.81054687;923.58697509;167.75000000;8.00000000;7050.48099999;7578.66700000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 19:00:00;64306.73500000;7633.62400000;4827.75300000;26.58400000;74960.96000000;1833.73000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 19:00:00;34419.16796875;5498.64404296;3.00000000;8.70899963;42750.75800000;-2821.23700000
S;SUL;2023-05-01 19:00:00;11095.07128906;715.56799316;520.25402832;1.00000000;13167.41100000;-835.51800000
NE;NORDESTE;2023-05-01 20:00:00;5258.97705078;492.41198730;4488.29394531;17.72400093;12003.34000000;-1745.93300000
N;NORTE;2023-05-01 20:00:00;12700.33593750;926.01800537;154.62600708;0E-8;7078.49300000;6702.48700000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 20:00:00;62189.47000000;7635.46600000;5156.91700000;18.90000000;73178.77000000;1821.98000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 20:00:00;33688.20703125;5496.75683593;3.00000000;0.17599999;41614.03200000;-2425.89100000
S;SUL;2023-05-01 20:00:00;10541.94921875;720.27899169;510.99700927;1.00000000;12482.90800000;-708.68300000
NE;NORDESTE;2023-05-01 21:00:00;4822.83203125;488.74899291;5182.92285156;10.65900039;12201.78200000;-1696.61900000
N;NORTE;2023-05-01 21:00:00;12648.40136718;924.97900390;160.40800476;0E-8;7142.95599999;6590.83200000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 21:00:00;59857.91300000;7614.64100000;5815.77900000;11.88300000;71536.63000000;1763.59000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 21:00:00;32839.49218750;5480.57177734;3.00000000;0.22400000;40267.85300000;-1944.56499999
S;SUL;2023-05-01 21:00:00;9547.18847656;720.34100341;469.44799804;1.00000000;11924.03799999;-1186.06099999
NE;NORDESTE;2023-05-01 22:00:00;4578.91210937;484.61801147;5713.14404296;8.42199993;12162.44500000;-1377.34900000
N;NORTE;2023-05-01 22:00:00;12514.51757812;928.34301757;126.09600067;0E-8;7279.10299999;6289.85400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 22:00:00;56880.53300000;7649.31100000;6258.29500000;9.65500000;69065.71000000;1732.09000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 22:00:00;31845.00781250;5510.43408203;3.00000000;0.23299999;38278.45199999;-919.77700000
S;SUL;2023-05-01 22:00:00;7942.09521484;725.91601562;416.05499267;1.00000000;11345.70600000;-2260.64000000
NE;NORDESTE;2023-05-01 23:00:00;4360.73681640;483.52398681;5579.86376953;8.30599975;11853.31600000;-1420.88499999
N;NORTE;2023-05-01 23:00:00;12847.26953125;927.61798095;22.36300086;0E-8;7310.85400000;6486.39699999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-01 23:00:00;53648.86300000;7674.52100000;5969.97900000;9.51800000;65570.36000000;1732.52000000
SE;SUDESTE/CENTRO-OESTE;2023-05-01 23:00:00;30560.92968750;5529.17187500;3.00000000;0.21199999;35814.14400000;279.17000000
S;SUL;2023-05-01 23:00:00;5879.92578125;734.20697021;364.75201416;1.00000000;10592.04999999;-3612.16500000
NE;NORDESTE;2023-05-02 00:00:00;3622.44409179;486.67401123;5316.23486328;9.03600025;11550.87799999;-2116.48900000
N;NORTE;2023-05-02 00:00:00;13338.14648437;922.10400390;38.65399932;0E-8;7244.09299999;7054.81100000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-02 00:00:00;50874.71600000;7639.96100000;5719.82900000;10.22700000;62572.37000000;1672.36000000
SE;SUDESTE/CENTRO-OESTE;2023-05-02 00:00:00;29230.38867187;5500.94580078;3.00000000;0.19099999;33770.11899999;964.40700000
S;SUL;2023-05-02 00:00:00;4683.73681640;730.23699951;361.94000244;1.00000000;10007.28099999;-4230.36700000
NE;NORDESTE;2023-05-02 01:00:00;3066.19897460;486.18499755;5232.91308593;29.95700073;11308.31100000;-2493.05699999
N;NORTE;2023-05-02 01:00:00;13704.33593750;931.55603027;8.97399997;0E-8;7151.39200000;7493.47400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-02 01:00:00;48623.29900000;7656.04900000;5621.14600000;31.17000000;60526.08000000;1405.59000000
SE;SUDESTE/CENTRO-OESTE;2023-05-02 01:00:00;29020.96679687;5508.40380859;3.00000000;0.21299999;32427.02100000;2105.56299999
S;SUL;2023-05-02 01:00:00;2831.79711914;729.90399169;376.25900268;1.00000000;9639.35199999;-5700.39200000
NE;NORDESTE;2023-05-02 02:00:00;2874.67797851;487.32901000;5140.25390625;40.40900039;11111.89300000;-2569.22300000
N;NORTE;2023-05-02 02:00:00;13733.78125000;926.82299804;0E-8;0E-8;6987.17700000;7673.42699999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-02 02:00:00;47223.17000000;7670.08800000;5528.87900000;41.61600000;59228.50000000;1235.25000000
SE;SUDESTE/CENTRO-OESTE;2023-05-02 02:00:00;28389.17578125;5527.38085937;3.00000000;0.20700000;31641.34400000;2278.41900000
S;SUL;2023-05-02 02:00:00;2225.53588867;728.55499267;385.62500000;1.00000000;9488.08700000;-6147.37099999
NE;NORDESTE;2023-05-02 03:00:00;2880.13110351;488.75399780;4850.71386718;45.07699966;10960.11699999;-2695.44099999
N;NORTE;2023-05-02 03:00:00;13948.37500000;933.67199707;0E-8;0E-8;6857.40199999;8024.64500000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-02 03:00:00;46804.56100000;7679.34400000;5228.66200000;46.28700000;58528.10000000;1230.75000000
SE;SUDESTE/CENTRO-OESTE;2023-05-02 03:00:00;27795.73242187;5523.34082031;3.00000000;0.20999999;31281.99899999;2040.28500000
S;SUL;2023-05-02 03:00:00;2180.32202148;733.57702636;374.94799804;1.00000000;9428.58199999;-6138.73500000
NE;NORDESTE;2023-05-02 04:00:00;2875.29003906;487.46798706;5112.22509765;51.94900131;10857.14700000;-2330.21500000
N;NORTE;2023-05-02 04:00:00;13594.31347656;930.77301025;0E-8;0E-8;6710.97799999;7814.10800000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-02 04:00:00;46839.97300000;7708.18800000;5506.17500000;53.17700000;58856.28000000;1251.24000000
SE;SUDESTE/CENTRO-OESTE;2023-05-02 04:00:00;28166.93750000;5543.76513671;3.00000000;0.22800000;31719.11900000;1994.81200000
S;SUL;2023-05-02 04:00:00;2203.43188476;746.18200683;390.95001220;1.00000000;9569.03099999;-6227.46700000
NE;NORDESTE;2023-05-02 05:00:00;2871.48510742;488.92199707;5006.46093750;70.64700317;10572.34200000;-2134.82699999
N;NORTE;2023-05-02 05:00:00;13905.15625000;930.87902832;0E-8;0E-8;6652.45400000;8183.58100000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-02 05:00:00;49514.08300000;7751.30100000;5478.63600000;72.83300000;61345.51000000;1471.35000000
SE;SUDESTE/CENTRO-OESTE;2023-05-02 05:00:00;30522.06835937;5556.17089843;3.00000000;1.18599998;33783.69599999;2298.73000000
S;SUL;2023-05-02 05:00:00;2215.37304687;775.32897949;469.17498779;1.00000000;10337.01500000;-6876.13800000
NE;NORDESTE;2023-05-02 06:00:00;2867.97412109;489.66500854;4299.02783203;686.47497558;10118.65800000;-1775.51599999
N;NORTE;2023-05-02 06:00:00;14937.53613281;931.48297119;0E-8;1.00000000;6395.68800000;9474.33100000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-02 06:00:00;52684.36700000;7754.91300000;4821.29600000;874.72900000;64427.82000000;1707.49000000
SE;SUDESTE/CENTRO-OESTE;2023-05-02 06:00:00;31685.01953125;5549.80419921;3.00000000;186.25399780;36204.77500000;1219.30299999
S;SUL;2023-05-02 06:00:00;3193.83691406;783.96099853;519.26800537;1.00000000;11708.69800000;-7210.63200000
NE;NORDESTE;2023-05-02 07:00:00;2868.87402343;490.39898681;3037.62597656;2237.14306640;10524.85600000;-1890.81400000
N;NORTE;2023-05-02 07:00:00;14303.26562500;932.22100830;0.17200000;29.50000000;6289.11999999;8976.03900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-02 07:00:00;53353.16700000;7723.22800000;3510.38500000;3819.35000000;66673.10000000;1733.03000000
SE;SUDESTE/CENTRO-OESTE;2023-05-02 07:00:00;31777.51171875;5533.69482421;2.50000000;1550.70703125;37064.42800000;1799.98499999
S;SUL;2023-05-02 07:00:00;4403.51611328;766.91302490;470.08700561;2.00000000;12794.69699999;-7152.18099999
NE;NORDESTE;2023-05-02 08:00:00;2866.67407226;489.48001098;2877.75292968;3147.76611328;11507.44899999;-2125.77599999
N;NORTE;2023-05-02 08:00:00;14136.81152343;928.25897216;17.90200042;165.00000000;6623.66300000;8624.31000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-05-02 08:00:00;53931.25400000;7703.66400000;3304.80100000;7080.98500000;70288.25000000;1732.46000000
SE;SUDESTE/CENTRO-OESTE;2023-05-02 08:00:00;31063.07226562;5523.39013671;3.00000000;3554.71899414;38700.46699999;1443.71400000
S;SUL;2023-05-02 08:00:00;5864.69580078;762.53497314;406.14599609;213.50000000;13456.66800000;-6209.79099999
NE;NORDESTE;2023-05-02 09:00:00;2932.38403320;482.05398559;2377.17309570;3762.92504882;11883.61000000;-2329.07400000
N;NORTE;2023-05-02 09:00:00;13683.03320312;935.78900146;116.05400085;347.00000000;6779.94399999;8301.93200000
