id_subsistena;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
NE;NORDESTE;2023-02-19 07:00:00;2931.10205078;660.76702880;9230.98535156;1835.58801269;9506.93000000;5151.51200000
N;NORTE;2023-02-19 07:00:00;9069.86328125;873.46600341;237.17100524;2.50000000;5718.57100000;4464.42900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 07:00:00;37787.89000000;4656.96300000;9669.60100000;3084.05000000;55077.06000000;121.45000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 07:00:00;24415.88867187;2398.28710937;4.50000000;1244.96203613;32146.39099999;-4082.75299999
S;SUL;2023-02-19 07:00:00;1371.03601074;724.44299316;196.94500732;1.00000000;7705.16300000;-5411.73899999
NE;NORDESTE;2023-02-19 08:00:00;2955.63598632;667.97900390;10261.10253906;2553.15209960;9206.74000000;7231.12999999
N;NORTE;2023-02-19 08:00:00;6838.23486328;880.67401123;254.67799377;3.00000000;5405.55799999;2571.02900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 08:00:00;34147.12800000;4653.19300000;10743.87100000;4305.45500000;53639.12000000;210.53000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 08:00:00;22991.99414062;2380.96704101;5.00000000;1746.30297851;31737.87400000;-4613.60899999
S;SUL;2023-02-19 08:00:00;1361.26196289;723.57299804;223.08999633;3.00000000;7288.94800000;-4978.02300000
NE;NORDESTE;2023-02-19 09:00:00;2833.05908203;658.44000244;9737.24707031;3015.66601562;8752.05800000;7492.35400000
N;NORTE;2023-02-19 09:00:00;6330.19921875;885.79998779;175.73599243;3.50000000;5192.23300000;2203.00200000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 09:00:00;32712.96500000;4661.80700000;10150.90100000;4929.11100000;52134.57000000;320.21000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 09:00:00;22154.87500000;2393.50195312;5.00000000;1905.94494628;31337.65700000;-4878.33500000
S;SUL;2023-02-19 09:00:00;1394.83203125;724.06500244;232.91799926;4.00000000;6852.62400000;-4496.80899999
NE;NORDESTE;2023-02-19 10:00:00;2864.60009765;666.38897705;8569.29785156;3228.32104492;8565.03500000;6763.57300000
N;NORTE;2023-02-19 10:00:00;6484.25195312;892.36199951;239.42399597;4.00000000;5142.34800000;2477.69000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 10:00:00;33220.07800000;4652.94900000;9088.73800000;5117.91100000;51750.53000000;329.14000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 10:00:00;22443.93164062;2373.11206054;5.00000000;1881.58996582;31300.92599999;-4597.29299999
S;SUL;2023-02-19 10:00:00;1427.29504394;721.08599853;275.01599121;4.00000000;6742.22300000;-4314.82600000
NE;NORDESTE;2023-02-19 11:00:00;2857.33398437;664.37902832;6822.56005859;2970.48095703;8582.00399999;4732.75000000
N;NORTE;2023-02-19 11:00:00;7118.81005859;892.55700683;303.57800292;4.00000000;5125.05099999;3193.89400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 11:00:00;35525.87500000;4632.21900000;7425.98100000;4998.88500000;52171.94000000;411.02000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 11:00:00;24091.11523437;2355.24194335;5.50000000;2020.40405273;31579.17700000;-3106.91600000
S;SUL;2023-02-19 11:00:00;1458.61596679;720.04101562;294.34298706;4.00000000;6885.70800000;-4408.70799999
NE;NORDESTE;2023-02-19 12:00:00;2856.17211914;665.27697753;5308.25000000;3055.24511718;8574.65499999;3310.28899999
N;NORTE;2023-02-19 12:00:00;7133.40576171;887.41699218;237.13800048;4.00000000;5114.02199999;3147.93900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 12:00:00;36811.79200000;4544.33000000;5856.49800000;5249.88100000;52006.30000000;456.20000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 12:00:00;25376.65234375;2271.56494140;6.00000000;2186.63598632;31622.56499999;-1781.71200000
S;SUL;2023-02-19 12:00:00;1445.56201171;720.07098388;305.10998535;4.00000000;6695.05600000;-4220.31300000
NE;NORDESTE;2023-02-19 13:00:00;2853.22094726;664.01800537;4636.79394531;3044.38891601;8751.80500000;2446.61700000
N;NORTE;2023-02-19 13:00:00;7307.87597656;895.17602539;86.56300354;4.00000000;5193.45100000;3100.16399999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 13:00:00;38068.71200000;4554.44000000;5130.70300000;5132.33700000;52385.75000000;500.44000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 13:00:00;26345.86523437;2275.13989257;6.00000000;2079.94799804;31760.03099999;-1053.07700000
S;SUL;2023-02-19 13:00:00;1561.74902343;720.10601806;401.34600830;4.00000000;6680.46499999;-3993.26400000
NE;NORDESTE;2023-02-19 14:00:00;2955.65209960;661.76501464;5393.18212890;2518.80102539;9150.38799999;2379.01199999
N;NORTE;2023-02-19 14:00:00;7365.08203125;895.74298095;141.17199707;3.00000000;5293.29999999;3111.69700000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 14:00:00;38816.20000000;4537.01700000;6047.89200000;4658.78100000;53559.61000000;500.29000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 14:00:00;26614.29687500;2258.43701171;6.50000000;2133.97998046;32119.19000000;-1105.97699999
S;SUL;2023-02-19 14:00:00;1881.17004394;721.07202148;507.03799438;3.00000000;6996.72700000;-3884.44700000
NE;NORDESTE;2023-02-19 15:00:00;3008.50195312;664.26000976;7255.35888671;2155.45703125;9612.94199999;3470.63600000
N;NORTE;2023-02-19 15:00:00;7536.51220703;895.68298339;121.71499633;2.50000000;5437.30400000;3119.10599999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 15:00:00;39598.44100000;4530.34900000;7968.24700000;4062.56800000;55659.29000000;500.31000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 15:00:00;26757.73046875;2249.47509765;7.00000000;1902.11096191;33087.50700000;-2171.19000000
S;SUL;2023-02-19 15:00:00;2295.69604492;720.93103027;584.17297363;2.50000000;7521.54100000;-3918.24099999
NE;NORDESTE;2023-02-19 16:00:00;3591.45507812;658.10998535;9089.25585937;1524.77600097;10313.60500000;4549.99200000
N;NORTE;2023-02-19 16:00:00;8418.14160156;895.81500244;195.54600524;1.50000000;5604.45800000;3906.54500000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 16:00:00;42404.21500000;4528.92800000;9932.31200000;2887.38800000;59252.54000000;500.30000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 16:00:00;27255.17578125;2254.07006835;7.00000000;1360.11206054;34942.77600000;-4066.41900000
S;SUL;2023-02-19 16:00:00;3139.44311523;720.93298339;640.51000976;1.00000000;8391.69900000;-3889.81300000
NE;NORDESTE;2023-02-19 17:00:00;4628.72119140;666.28802490;8728.88281250;494.07598876;10923.50000000;3594.46800000
N;NORTE;2023-02-19 17:00:00;10678.43945312;890.03698730;114.95099639;0.50000000;5749.04599999;5934.88100000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 17:00:00;49268.53200000;4548.04600000;9512.44400000;1068.81800000;63897.53000000;500.31000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 17:00:00;29546.91406250;2268.09497070;7.00000000;573.24200439;37573.74699999;-5178.49600000
S;SUL;2023-02-19 17:00:00;4414.45800781;723.62597656;661.60998535;1.00000000;9651.23299999;-3850.53900000
NE;NORDESTE;2023-02-19 18:00:00;5616.30517578;665.98297119;7601.55175781;14.73299980;12176.57000000;1722.00299999
N;NORTE;2023-02-19 18:00:00;12663.52441406;885.10400390;90.55300140;0E-8;6165.57100000;7473.61000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 18:00:00;56848.69700000;4560.31700000;8383.12200000;69.29100000;69361.08000000;500.35000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 18:00:00;31873.67773437;2285.20703125;7.00000000;53.55799865;40256.07099999;-6036.62799999
S;SUL;2023-02-19 18:00:00;6695.18994140;724.02301025;684.01702880;1.00000000;10762.86800000;-2658.63800000
NE;NORDESTE;2023-02-19 19:00:00;5613.02392578;661.03100585;7691.33300781;4.43200016;12388.44600000;1581.37399999
N;NORTE;2023-02-19 19:00:00;13467.87109375;892.96099853;39.22600173;0E-8;6576.46800000;7823.59000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 19:00:00;61352.28400000;4592.62900000;8412.28900000;6.88600000;73863.72000000;500.37000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 19:00:00;33359.28906250;2311.16992187;8.00000000;1.45399999;42879.94699999;-7200.03500000
S;SUL;2023-02-19 19:00:00;8912.10058593;727.46697998;673.72998046;1.00000000;12018.85800000;-1704.56000000
NE;NORDESTE;2023-02-19 20:00:00;5672.37792968;661.47998046;8074.89208984;2.19600009;12408.96800000;2001.97800000
N;NORTE;2023-02-19 20:00:00;13055.05273437;894.30297851;27.03599929;0E-8;6573.88199999;7402.51000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 20:00:00;60528.05700000;4574.48600000;8846.48600000;4.19500000;73452.92000000;500.31000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 20:00:00;33310.75390625;2292.43896484;8.00000000;0.99900001;42474.89400000;-6862.70099999
S;SUL;2023-02-19 20:00:00;8489.87109375;726.26397705;736.55798339;1.00000000;11995.17299999;-2041.47999999
NE;NORDESTE;2023-02-19 21:00:00;5709.52880859;652.52398681;8511.33496093;1.65299999;12582.75499999;2292.28600000
N;NORTE;2023-02-19 21:00:00;12999.32421875;894.11798095;8.98200035;0E-8;6576.27100000;7326.15300000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 21:00:00;58642.46500000;4610.00300000;9327.69700000;3.60100000;72097.14000000;486.62000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 21:00:00;32699.15429687;2342.40307617;7.50000000;0.94800001;41554.88900000;-6504.88300000
S;SUL;2023-02-19 21:00:00;7234.45703125;720.95800781;799.88000488;1.00000000;11383.22900000;-2626.93400000
NE;NORDESTE;2023-02-19 22:00:00;5659.72998046;659.54498291;8561.14941406;1.51699995;12624.89100000;2257.05000000
N;NORTE;2023-02-19 22:00:00;12993.71582031;881.71600341;0E-8;0E-8;6578.24800000;7297.18400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 22:00:00;56825.87700000;4603.26000000;9380.61900000;3.46100000;70519.65000000;293.57000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 22:00:00;31262.94726562;2338.76708984;7.00000000;0.94400000;40480.61099999;-6870.95300000
S;SUL;2023-02-19 22:00:00;6909.48388671;723.23199462;812.46997070;1.00000000;10835.89600000;-2389.71000000
NE;NORDESTE;2023-02-19 23:00:00;5097.26904296;665.58697509;8451.81347656;1.51999998;12475.51900000;1740.66999999
N;NORTE;2023-02-19 23:00:00;12862.77441406;884.24499511;4.59800004;0E-8;6549.22999999;7202.38700000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-19 23:00:00;53989.10300000;4645.89200000;9246.98000000;3.49100000;67874.58000000;10.89000000
SE;SUDESTE/CENTRO-OESTE;2023-02-19 23:00:00;29974.08984375;2354.78295898;7.00000000;0.97100001;38692.15699999;-6355.31300000
S;SUL;2023-02-19 23:00:00;6054.97021484;741.27697753;783.56896972;1.00000000;10157.67399999;-2576.85800000
NE;NORDESTE;2023-02-20 00:00:00;4299.48095703;663.97802734;8065.66796875;1.51699995;12209.65100000;820.99300000
N;NORTE;2023-02-20 00:00:00;13113.22656250;883.93402099;0.96600002;0E-8;6552.77099999;7445.35600000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 00:00:00;51906.79200000;4671.75700000;8846.88900000;3.50800000;65428.95000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2023-02-20 00:00:00;29519.24804687;2368.24609375;6.50000000;0.99099999;37000.28000000;-5105.29400000
S;SUL;2023-02-20 00:00:00;4974.83496093;755.59899902;773.75500488;1.00000000;9666.24400000;-3161.05500000
NE;NORDESTE;2023-02-20 01:00:00;3895.42504882;661.09197998;7558.37500000;1.52600002;11911.98300000;204.43499999
N;NORTE;2023-02-20 01:00:00;13264.25683593;892.37298583;6.91400003;0E-8;6501.18299999;7662.36099999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 01:00:00;50379.13100000;4698.92400000;8388.40600000;3.51300000;63469.97000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2023-02-20 01:00:00;29296.96484375;2368.73608398;6.00000000;0.98699998;35692.60500000;-4019.91700000
S;SUL;2023-02-20 01:00:00;3922.48388671;776.72302246;817.11700439;1.00000000;9364.20300000;-3846.87900000
NE;NORDESTE;2023-02-20 02:00:00;3441.07690429;652.76898193;7664.96191406;1.50399994;11684.44400000;75.86799999
N;NORTE;2023-02-20 02:00:00;13372.26562500;886.62200927;14.59599971;0E-8;6415.17499999;7858.30900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 02:00:00;48917.66500000;4692.12800000;8419.74200000;3.40000000;62032.94000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2023-02-20 02:00:00;29104.49023437;2365.79492187;5.50000000;0.89600002;34772.00000000;-3295.31799999
S;SUL;2023-02-20 02:00:00;2999.83105468;786.94201660;734.68402099;1.00000000;9161.31599999;-4638.85900000
NE;NORDESTE;2023-02-20 03:00:00;3146.75390625;635.68499755;8497.29882812;1.52199995;11560.11300000;721.14700000
N;NORTE;2023-02-20 03:00:00;13163.70507812;884.16101074;17.45400047;0E-8;6332.17100000;7733.14900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 03:00:00;47416.10300000;4683.98300000;9136.35100000;3.39100000;61239.83000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2023-02-20 03:00:00;28903.96875000;2377.33911132;5.00000000;0.86900001;34237.13699999;-2949.96100000
S;SUL;2023-02-20 03:00:00;2201.67602539;786.79797363;616.59802246;1.00000000;9110.40699999;-5504.33500000
NE;NORDESTE;2023-02-20 04:00:00;3180.57006835;629.85498046;9107.94140625;1.51100003;11413.80599999;1506.07100000
N;NORTE;2023-02-20 04:00:00;13446.76757812;890.88800048;31.57200050;0E-8;6268.81500000;8100.41300000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 04:00:00;46683.95800000;4667.52300000;9717.01900000;2.92200000;61071.42000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2023-02-20 04:00:00;28159.06445312;2389.61303710;5.00000000;0.91100001;34171.68000000;-3617.09100000
S;SUL;2023-02-20 04:00:00;1897.55505371;757.16699218;572.50598144;0.50000000;9217.12099999;-5989.39300000
NE;NORDESTE;2023-02-20 05:00:00;3109.11694335;658.01898193;8689.53027343;5.63299989;11109.31199999;1352.98699999
N;NORTE;2023-02-20 05:00:00;13728.36132812;885.58398437;42.28400039;0E-8;6192.23000000;8463.99900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 05:00:00;47582.91400000;4700.08100000;9255.42100000;7.76600000;61546.18000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2023-02-20 05:00:00;28876.10742187;2399.23291015;4.50000000;2.13299989;34533.70900000;-3251.73600000
S;SUL;2023-02-20 05:00:00;1869.32897949;757.24499511;519.10699462;0E-8;9710.93100000;-6565.25000000
NE;NORDESTE;2023-02-20 06:00:00;3056.03100585;657.57702636;8490.37695312;281.09100341;10393.70800000;2091.36800000
N;NORTE;2023-02-20 06:00:00;12636.88574218;887.88299560;10.27900028;1.00000000;5930.78499999;7605.26299999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 06:00:00;46652.82600000;4769.95200000;8994.09500000;548.92800000;60965.80000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2023-02-20 06:00:00;29096.80664062;2468.92895507;4.00000000;266.83700561;34451.57999999;-2615.00799999
S;SUL;2023-02-20 06:00:00;1863.10302734;755.56298828;489.43899536;0E-8;10189.72799999;-7081.62300000
NE;NORDESTE;2023-02-20 07:00:00;3098.66699218;644.68499755;8076.22314453;1095.83300781;10216.30500000;2699.10300000
N;NORTE;2023-02-20 07:00:00;12108.72167968;896.12902832;6.10200023;2.50000000;5707.50700000;7305.94600000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 07:00:00;46784.18200000;4814.29500000;8487.33900000;2082.48700000;62031.31000000;137.00000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 07:00:00;29209.78320312;2525.10888671;4.50000000;983.15399169;35064.11200000;-2341.56500000
S;SUL;2023-02-20 07:00:00;2367.00903320;748.37200927;400.51400756;1.00000000;11043.38300000;-7526.48800000
NE;NORDESTE;2023-02-20 08:00:00;3308.13696289;644.20501708;8743.00585937;1550.81298828;10035.28900000;4210.87199999
N;NORTE;2023-02-20 08:00:00;10651.75097656;892.30603027;13.84700012;3.00000000;5577.09200000;5983.81200000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 08:00:00;46923.10300000;4842.36200000;9085.58800000;2925.23600000;63352.00000000;424.29000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 08:00:00;29223.37695312;2534.51000976;5.00000000;1368.42297363;35883.63700000;-2752.32700000
S;SUL;2023-02-20 08:00:00;3739.83789062;771.34100341;323.73498535;3.00000000;11855.97799999;-7018.06400000
NE;NORDESTE;2023-02-20 09:00:00;3375.35595703;663.17700195;8818.53710937;2107.31909179;9572.16299999;5392.22599999
N;NORTE;2023-02-20 09:00:00;9128.12500000;894.79602050;25.91500091;3.50000000;5436.53100000;4615.80500000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 09:00:00;46101.98500000;4875.87200000;9147.59500000;3801.66400000;63427.20000000;499.91000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 09:00:00;29345.81054687;2543.23095703;5.00000000;1686.84497070;36252.75499999;-2671.86799999
S;SUL;2023-02-20 09:00:00;4252.69287109;774.66802978;298.14300537;4.00000000;12165.75499999;-6836.25099999
NE;NORDESTE;2023-02-20 10:00:00;3458.47705078;680.39202880;8073.37500000;2361.33911132;9405.53699999;5168.04600000
N;NORTE;2023-02-20 10:00:00;9224.85937500;895.20397949;62.97999954;4.00000000;5349.92599999;4837.11700000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 10:00:00;47188.06700000;4883.06700000;8405.04900000;4057.45400000;64033.66000000;499.98000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 10:00:00;29669.80078125;2531.06689453;5.00000000;1688.11499023;36656.36400000;-2762.38100000
S;SUL;2023-02-20 10:00:00;4834.93017578;776.40399169;263.69400024;4.00000000;12621.83499999;-6742.80700000
NE;NORDESTE;2023-02-20 11:00:00;3532.24609375;543.88201904;8201.61230468;2723.71801757;9400.43700000;5601.02100000
N;NORTE;2023-02-20 11:00:00;8806.54199218;890.23797607;56.93799972;4.00000000;5318.13400000;4439.58400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 11:00:00;46958.59300000;4732.17500000;8611.26000000;4594.86200000;64396.80000000;500.09000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 11:00:00;29397.81250000;2527.92993164;5.50000000;1863.14404296;36895.81700000;-3101.43099999
S;SUL;2023-02-20 11:00:00;5221.99316406;770.12500000;347.20999145;4.00000000;12782.40800000;-6439.08000000
NE;NORDESTE;2023-02-20 12:00:00;3630.22607421;523.20599365;7502.58593750;2541.29492187;9381.19000000;4816.12299999
N;NORTE;2023-02-20 12:00:00;9048.47851562;896.93902587;47.44599914;4.00000000;5342.15600000;4654.70799999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 12:00:00;47300.21100000;4707.29600000;7966.06300000;4433.87100000;63907.42000000;500.02000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 12:00:00;29813.57226562;2524.11010742;6.00000000;1884.57604980;37191.30899999;-2963.05100000
S;SUL;2023-02-20 12:00:00;4807.93408203;763.04101562;410.03100585;4.00000000;11992.76800000;-6007.76200000
NE;NORDESTE;2023-02-20 13:00:00;4056.94091796;520.26098632;7422.70703125;2398.96606445;9622.88100000;4775.99399999
N;NORTE;2023-02-20 13:00:00;8983.73046875;881.76202392;13.55200004;4.00000000;5527.21400000;4355.83000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 13:00:00;48699.51700000;4697.10500000;7943.42300000;4475.42400000;65315.41000000;500.06000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 13:00:00;30722.06054687;2532.28393554;6.00000000;2068.45800781;37870.19999999;-2541.39800000
S;SUL;2023-02-20 13:00:00;4936.78613281;762.79797363;501.16400146;4.00000000;12295.11000000;-6090.36200000
NE;NORDESTE;2023-02-20 14:00:00;3885.52197265;500.81698608;7882.87695312;2195.66699218;10101.76299999;4363.12000000
N;NORTE;2023-02-20 14:00:00;9568.62597656;896.15698242;6.92399978;3.00000000;5770.72200000;4703.98499999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 14:00:00;50446.77600000;4527.23000000;8505.51800000;4142.80400000;67122.29000000;500.04000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 14:00:00;31849.34179687;2366.16894531;6.50000000;1941.13696289;38655.66699999;-2492.51999999
S;SUL;2023-02-20 14:00:00;5143.28710937;764.08697509;609.21697998;3.00000000;12594.13500000;-6074.54400000
NE;NORDESTE;2023-02-20 15:00:00;4064.69189453;516.80999755;8142.39111328;1352.08801269;10243.80200000;3832.17900000
N;NORTE;2023-02-20 15:00:00;10863.52832031;897.67401123;6.13999986;2.50000000;5966.94300000;5802.89899999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 15:00:00;53026.11200000;4504.18300000;8829.59900000;3178.60300000;69038.38000000;500.12000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 15:00:00;32462.89843750;2324.67504882;7.00000000;1821.51501464;40047.60999999;-3431.52200000
S;SUL;2023-02-20 15:00:00;5634.99414062;765.02398681;674.06799316;2.50000000;12780.02099999;-5703.43499999
NE;NORDESTE;2023-02-20 16:00:00;4408.57421875;544.33599853;9623.57617187;850.06896972;10538.95099999;4887.60400000
N;NORTE;2023-02-20 16:00:00;10933.65722656;895.51300048;10.20600032;1.50000000;6016.81800000;5824.05800000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 16:00:00;54049.29600000;4518.53300000;10389.09100000;2349.98900000;70846.21000000;460.70000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 16:00:00;32529.61132812;2330.31909179;7.00000000;1497.42004394;41326.37799999;-4962.02800000
S;SUL;2023-02-20 16:00:00;6177.45410156;748.36499023;748.30902099;1.00000000;12964.06499999;-5288.93700000
NE;NORDESTE;2023-02-20 17:00:00;4767.10693359;560.61602783;9813.65332031;429.64401245;10835.75300000;4735.26700000
N;NORTE;2023-02-20 17:00:00;10892.70703125;901.53802490;28.81299972;0.50000000;5965.39399999;5858.16400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 17:00:00;55593.09400000;4515.44100000;10583.80800000;1111.21800000;71388.12000000;415.44000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 17:00:00;32900.76953125;2302.69897460;7.00000000;680.07397460;41711.07299999;-5820.53000000
S;SUL;2023-02-20 17:00:00;7032.50976562;750.58801269;734.34197998;1.00000000;12875.89600000;-4357.45600000
NE;NORDESTE;2023-02-20 18:00:00;5545.08886718;549.37597656;9912.24316406;28.14100074;11623.45699999;4411.39200000
N;NORTE;2023-02-20 18:00:00;11331.17578125;896.77801513;104.69699859;0E-8;6108.83100000;6223.82000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 18:00:00;59227.68100000;4488.90300000;10716.64100000;64.31200000;74120.62000000;376.92000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 18:00:00;33871.84375000;2286.10498046;7.00000000;35.17100143;43574.18099999;-7374.06300000
S;SUL;2023-02-20 18:00:00;8479.57421875;756.64398193;692.70098876;1.00000000;12814.15300000;-2884.23400000
NE;NORDESTE;2023-02-20 19:00:00;5647.15185546;544.03198242;11366.59960937;1.05200004;11839.07500000;5719.76100000
N;NORTE;2023-02-20 19:00:00;11976.40820312;900.98199462;37.84199905;0E-8;6407.08500000;6508.14700000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 19:00:00;61934.71100000;4467.25200000;12174.87600000;4.98500000;78037.18000000;544.64000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 19:00:00;34229.54687500;2275.96899414;8.00000000;2.93300008;46293.79699999;-9777.34899999
S;SUL;2023-02-20 19:00:00;10081.60546875;746.26898193;762.43402099;1.00000000;13497.22600000;-1905.91800000
NE;NORDESTE;2023-02-20 20:00:00;4967.88623046;541.39697265;12766.78613281;1.05700004;11757.24299999;6519.88300000
N;NORTE;2023-02-20 20:00:00;11677.91210937;900.40698242;19.41600036;0E-8;6420.52999999;6177.20500000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 20:00:00;59608.91100000;4459.04300000;13662.80500000;4.14400000;77108.59000000;626.32000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 20:00:00;32996.09375000;2278.69995117;8.00000000;2.08699989;45880.14499999;-10595.26500000
S;SUL;2023-02-20 20:00:00;9967.01953125;738.53900146;868.60302734;1.00000000;13050.67000000;-1475.50799999
NE;NORDESTE;2023-02-20 21:00:00;4476.44384765;549.09100341;13895.29980468;1.06299996;12279.28500000;6642.61300000
N;NORTE;2023-02-20 21:00:00;11337.92968750;890.33697509;0E-8;0E-8;6446.21300000;5782.05400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 21:00:00;57434.50900000;4456.78400000;14619.93300000;4.05900000;76149.15000000;366.14000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 21:00:00;32326.25585937;2286.17602539;7.50000000;1.99600005;44744.30800000;-10122.38100000
S;SUL;2023-02-20 21:00:00;9293.87988281;731.17999267;717.13299560;1.00000000;12679.34300000;-1936.15000000
NE;NORDESTE;2023-02-20 22:00:00;4451.45312500;559.83599853;14263.10546875;5.39599990;12357.35000000;6922.44000000
N;NORTE;2023-02-20 22:00:00;11069.05957031;868.07501220;0E-8;0E-8;6534.92100000;5402.21400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 22:00:00;55173.78100000;4479.48800000;14912.27100000;8.37700000;74273.72000000;300.20000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 22:00:00;30943.11914062;2299.32495117;7.00000000;1.98099994;43260.02400000;-10008.59800000
S;SUL;2023-02-20 22:00:00;8710.14843750;752.25201416;642.16601562;1.00000000;12121.42500000;-2015.85900000
NE;NORDESTE;2023-02-20 23:00:00;4365.32714843;560.03100585;14282.61425781;1.05700004;12163.75099999;7045.27800000
N;NORTE;2023-02-20 23:00:00;10855.33007812;870.70001220;0E-8;0E-8;6524.51900000;5201.51100000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-20 23:00:00;51989.93100000;4481.56300000;14849.63500000;4.03700000;71051.84000000;273.32000000
SE;SUDESTE/CENTRO-OESTE;2023-02-20 23:00:00;28649.73828125;2291.53588867;7.00000000;1.98000001;41089.38300000;-10139.12899999
S;SUL;2023-02-20 23:00:00;8119.53613281;759.29602050;560.02099609;1.00000000;11274.19000000;-1834.33700000
NE;NORDESTE;2023-02-21 00:00:00;4079.71997070;550.73901367;14146.53906250;1.05900001;11869.08100000;6908.97600000
N;NORTE;2023-02-21 00:00:00;10766.73437500;898.56500244;0E-8;0E-8;6461.93799999;5203.36100000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-02-21 00:00:00;49016.92200000;4500.33300000;14604.64700000;3.94400000;67996.36000000;129.48000000
